league,season,team,player,nation,pos,age,born,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
ITA-Serie A,2024 - 2025,Atalanta,Éderson,BRA,MF,25,1999,0.11383748,0.002526561,-0.3935453,-0.29970425,0.038929608,0.004188782,0.17792352,-0.13984536,-0.5215912,-0.013168823
ITA-Serie A,2024 - 2025,Bologna,Benjamín Domínguez,ARG,FW,20,2003,0.08115334,-0.30817106,-0.28052777,0.23791273,0.06918094,-0.025920264,0.024934115,-0.81029594,-0.30150178,0.19548103
ITA-Serie A,2024 - 2025,Bologna,Charalampos Lykogiannis,GRE,DF,30,1993,0.2979898,-0.2753328,-0.6312536,0.4559559,0.24284166,0.20622073,-0.10440435,-0.23653418,0.055689294,0.21102874
ITA-Serie A,2024 - 2025,Bologna,Dan Ndoye,SUI,FW,23,2000,0.21172397,-0.28395244,-0.03115264,-0.034057815,-0.1716893,-0.10843535,-0.04238775,-0.57440495,-0.21997614,0.15173699
ITA-Serie A,2024 - 2025,Bologna,Emil Holm,SWE,DF,24,2000,0.13917488,-0.28290677,-0.59611654,0.2925054,0.22873592,0.0061485907,-0.015004176,-0.35828194,-0.3688737,0.12272852
ITA-Serie A,2024 - 2025,Bologna,Giovanni Fabbian,ITA,MF,21,2003,0.028193993,-0.2519071,-0.35387784,0.33492795,0.46671873,0.06180501,-0.0952389,-0.6818109,-0.36768538,0.30590802
ITA-Serie A,2024 - 2025,Bologna,Jens Odgaard,DEN,"MF,FW",25,1999,0.014300623,-0.25060552,-0.2635132,0.0049974,0.19091927,-0.16064678,-0.04745504,-0.6365575,-0.41100192,0.29847085
ITA-Serie A,2024 - 2025,Bologna,Jhon Lucumí,COL,DF,26,1998,0.12367559,-0.27076846,-0.7160692,-0.026071198,0.15533267,0.23154056,-0.006450914,0.24907522,-0.4642074,-0.46419787
ITA-Serie A,2024 - 2025,Bologna,Juan Miranda,ESP,DF,24,2000,0.5004254,0.06472787,-0.61173934,-0.27167368,0.20212829,0.3176193,0.07569564,-0.23377027,0.018477498,0.3574982
ITA-Serie A,2024 - 2025,Bologna,Lewis Ferguson,SCO,MF,24,1999,0.41526186,-0.042976096,-0.49117005,0.4015613,0.07314167,0.031470615,-0.17400812,-0.5944877,-0.40157926,-0.23721653
ITA-Serie A,2024 - 2025,Bologna,Lorenzo De Silvestri,ITA,DF,36,1988,0.10619541,-0.20312077,-0.58401155,0.2780272,0.5201832,0.21240923,-0.19271243,-0.47443947,-0.517554,0.110116184
ITA-Serie A,2024 - 2025,Bologna,Nicolò Casale,ITA,DF,26,1998,0.21688776,-0.35995683,-0.540719,0.58525246,0.20105733,0.17622115,-0.22056884,-0.21934116,-0.4634271,-0.34044817
ITA-Serie A,2024 - 2025,Bologna,Nikola Moro,CRO,MF,26,1998,0.3974498,-0.121821195,-0.58493054,0.32559112,0.25786573,0.046395972,0.020816797,-0.42834908,-0.31291187,-0.20118582
ITA-Serie A,2024 - 2025,Bologna,Remo Freuler,SUI,MF,32,1992,0.30195907,-0.07602352,-0.6226682,-0.40520707,0.32818097,-0.0050608437,0.3457981,-0.43353552,-0.4130507,-0.33991545
ITA-Serie A,2024 - 2025,Bologna,Riccardo Orsolini,ITA,FW,27,1997,-0.010195215,-0.0109589035,0.03788792,0.08988373,0.16276604,-0.2652924,-0.13015743,-0.5559398,-0.060039684,0.2958236
ITA-Serie A,2024 - 2025,Bologna,Sam Beukema,NED,DF,25,1998,0.18362573,-0.19730385,-0.5931072,-0.16099739,0.1969812,0.15370852,-0.03244697,0.2629893,-0.51977813,-0.39428583
ITA-Serie A,2024 - 2025,Bologna,Santiago Castro,ARG,FW,19,2004,0.020689486,-0.40493962,-0.10650779,-0.1066424,0.33661097,-0.024182513,-0.079130635,-0.7203733,-0.24739715,0.017608298
ITA-Serie A,2024 - 2025,Bologna,Thijs Dallinga,NED,FW,23,2000,0.09776177,-0.43207285,-0.20178927,0.291608,0.5198583,0.25117552,-0.015356284,-0.67692846,-0.37036097,0.15388161
ITA-Serie A,2024 - 2025,Bologna,Tommaso Pobega,ITA,MF,25,1999,0.1318597,-0.1397886,-0.43522823,0.36680058,0.44139385,0.08901957,0.077656195,-0.50987035,-0.32528967,-0.01917303
ITA-Serie A,2024 - 2025,Cagliari,Adam Obert,SVK,DF,21,2002,0.036951307,-0.35522547,-0.6413073,0.29933882,0.4671783,0.12148342,-0.036146544,-0.37745416,-0.3755376,0.08953268
ITA-Serie A,2024 - 2025,Cagliari,Alessandro Deiola,ITA,MF,28,1995,0.16592616,-0.32982206,-0.46701047,0.29426166,0.3369211,-0.20831344,-0.1314842,-0.45128444,-0.35200623,-0.09293961
ITA-Serie A,2024 - 2025,Cagliari,Gabriele Zappa,ITA,DF,24,1999,0.12740937,-0.17388469,-0.6421499,-0.37862858,0.07568898,-0.06702732,0.0449099,-0.13345379,-0.5033774,0.31457865
ITA-Serie A,2024 - 2025,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24,2000,0.26843554,-0.21587637,-0.054343186,0.4383025,0.42735404,0.29990244,0.08369755,-0.6597524,-0.13349015,0.042113528
ITA-Serie A,2024 - 2025,Cagliari,José Luis Palomino,ARG,DF,34,1990,-0.4268795,-0.11700387,-0.7545547,0.22441608,0.70383483,0.31021598,-0.19084494,-0.24623324,-0.5700094,0.05111739
ITA-Serie A,2024 - 2025,Cagliari,Mattia Felici,ITA,"MF,FW",23,2001,0.28380492,-0.52819264,-0.41110352,0.44036105,0.17515029,0.16010931,-0.01469233,-0.70124644,-0.18549308,0.2805514
ITA-Serie A,2024 - 2025,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000,0.26960286,-0.37417313,-0.46839872,-0.034053706,0.21373601,-0.08356867,0.079513125,-0.47654107,-0.50161815,-0.1879463
ITA-Serie A,2024 - 2025,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999,0.08448618,-0.40833482,-0.42723644,-0.19343714,-0.031198528,-0.28533247,-0.04325451,-0.49518108,-0.3007325,0.45890823
ITA-Serie A,2024 - 2025,Cagliari,Roberto Piccoli,ITA,FW,23,2001,0.17281383,-0.6624474,0.0804773,-0.30970952,0.3505464,-0.045553233,-0.19189829,-0.65115285,-0.51836604,0.22126
ITA-Serie A,2024 - 2025,Cagliari,Răzvan Marin,ROU,MF,28,1996,0.44561327,0.17030649,-0.36460984,0.23686358,0.10284231,-0.06096074,-0.14163269,-0.55081016,-0.23292877,0.100107
ITA-Serie A,2024 - 2025,Cagliari,Sebastiano Luperto,ITA,DF,27,1996,0.07147523,-0.46039927,-0.7152743,-0.29284245,0.4958238,0.33237323,-0.06900752,0.093469076,-0.31931707,-0.0953066
ITA-Serie A,2024 - 2025,Cagliari,Yerry Mina,COL,DF,29,1994,0.05499685,-0.50621086,-0.60765994,-0.10557204,0.52190715,0.021185506,0.0043519833,0.21551564,-0.54697347,-0.4013964
ITA-Serie A,2024 - 2025,Cagliari,Zito Luvumbo,ANG,"FW,MF",22,2002,0.31146723,-0.3999743,-0.2793176,0.21525116,0.051037207,-0.03329901,-0.040719643,-0.6446954,-0.2911576,0.60251874
ITA-Serie A,2024 - 2025,Como,Alberto Dossena,ITA,DF,25,1998,0.1939561,-0.45996964,-0.67442584,0.253744,0.35251075,0.22063537,-0.13216476,-0.10566991,-0.40445197,-0.34813744
ITA-Serie A,2024 - 2025,Como,Alberto Moreno,ESP,DF,32,1992,0.37713018,-0.051621504,-0.7545786,0.064723276,0.041160785,0.15263475,0.052102238,-0.54053426,-0.47485793,0.24261358
ITA-Serie A,2024 - 2025,Como,Alieu Fadera,GAM,"FW,DF",22,2001,0.2755,-0.42467573,-0.3101312,0.21097204,0.053536154,-0.051980074,0.38414344,-0.5008164,-0.33760685,0.2518627
ITA-Serie A,2024 - 2025,Como,Assane Diao,SEN,"FW,MF",18,2005,-0.41053584,-0.17444313,-0.25921798,0.28429866,0.12596308,-0.18787211,0.016296411,-0.7258991,-0.32573596,0.25329664
ITA-Serie A,2024 - 2025,Como,Edoardo Goldaniga,ITA,DF,30,1993,-0.005935495,-0.31862044,-0.6047863,-0.06847731,0.40406197,0.24183242,-0.110814236,0.023513997,-0.60452086,-0.2627211
ITA-Serie A,2024 - 2025,Como,Gabriel Strefezza,BRA,"FW,MF",27,1997,0.13850668,-0.19156438,-0.3477511,-0.33460826,0.021817157,-0.2034551,0.32995233,-0.7013927,-0.2447894,0.24918602
ITA-Serie A,2024 - 2025,Como,Ignace Van Der Brempt,BEL,DF,22,2002,0.20967053,-0.50697684,-0.6476894,0.37940925,0.26328972,0.18126418,0.1426506,-0.37682393,-0.48082498,-0.012794768
ITA-Serie A,2024 - 2025,Como,Lucas Da Cunha,FRA,MF,23,2001,0.2248235,0.06480656,-0.5632223,-0.29155293,-0.018627113,0.082663566,0.18132487,-0.47444367,-0.36204782,0.23075673
ITA-Serie A,2024 - 2025,Como,Marc-Oliver Kempf,GER,DF,29,1995,0.12542507,-0.44458237,-0.6564837,-0.06771682,0.1615475,0.17061952,-0.2044583,0.2723258,-0.55065835,-0.26941627
ITA-Serie A,2024 - 2025,Como,Maxence Caqueret,FRA,MF,24,2000,-0.09689182,-0.009279253,-0.5677024,0.27372748,0.26106772,0.013990557,0.05127009,-0.70130694,-0.14156576,-0.036779657
ITA-Serie A,2024 - 2025,Como,Máximo Perrone,ARG,MF,21,2003,0.36414728,-0.072012946,-0.6369213,-0.02805243,0.29873532,0.32604373,0.17807297,-0.6015448,-0.34472716,-0.23044693
ITA-Serie A,2024 - 2025,Como,Nicolás Paz,ARG,"MF,FW",19,2004,0.19634947,-0.3133531,0.013978107,-0.19294688,0.072457075,-0.05700799,0.35881713,-0.5055316,-0.09944624,-0.10793299
ITA-Serie A,2024 - 2025,Como,Patrick Cutrone,ITA,FW,26,1998,0.08341788,-0.39389732,-0.07569489,0.002513612,0.33226955,0.050383955,-0.021894744,-0.6983956,-0.21098782,0.24770565
ITA-Serie A,2024 - 2025,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,0.028010609,-0.1722108,-0.5685305,0.3349679,0.15749498,0.058345307,-0.06463739,-0.47925445,-0.43992454,-0.16636567
ITA-Serie A,2024 - 2025,Como,Álex Valle,ESP,DF,20,2004,0.29108688,-0.24189118,-0.76348335,0.41584408,0.11435432,0.2365497,0.066298634,-0.54140544,-0.53119266,0.15816885
ITA-Serie A,2024 - 2025,Empoli,Alberto Grassi,ITA,MF,29,1995,0.19632672,-0.4234464,-0.6032297,0.0068042306,0.3858329,-0.1031036,-0.061375514,-0.4463192,-0.5137648,-0.0219471
ITA-Serie A,2024 - 2025,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30,1994,0.13010307,-0.6388058,-0.4770602,-0.2599783,0.25858128,0.0008482614,0.15415548,-0.4789081,-0.52058965,0.030377302
ITA-Serie A,2024 - 2025,Empoli,Giuseppe Pezzella,ITA,"DF,FW",26,1997,0.49431148,-0.49302986,-0.55405223,-0.24351901,0.07821715,-0.10366112,0.24179469,-0.25936812,-0.2965733,0.47105426
ITA-Serie A,2024 - 2025,Empoli,Jacopo Fazzini,ITA,MF,21,2003,-0.015158669,-0.30553252,-0.3546282,0.28652883,0.18061395,-0.14387524,0.060368504,-0.68202144,-0.3541951,0.21026137
ITA-Serie A,2024 - 2025,Empoli,Liam Henderson,SCO,MF,28,1996,0.55598885,-0.21851526,-0.5398318,-0.020686096,0.23877464,-0.08627025,0.05795333,-0.4304188,-0.15281898,0.07990111
ITA-Serie A,2024 - 2025,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,0.24342138,-0.5347537,-0.4895443,-0.060534883,0.21794723,0.01968547,0.062318094,-0.39725137,-0.14860748,0.24330588
ITA-Serie A,2024 - 2025,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,0.23587033,-0.3977817,-0.1055237,-0.07199732,0.2903244,-0.23004873,-0.0138794435,-0.6494059,-0.37035504,0.14587525
ITA-Serie A,2024 - 2025,Empoli,Luca Marianucci,ITA,DF,20,2004,0.30932868,-0.36058226,-0.66802293,0.4790297,0.35325587,0.07679162,-0.11221354,-0.34648436,-0.5518607,-0.06444979
ITA-Serie A,2024 - 2025,Empoli,Mattia Viti,ITA,DF,22,2002,0.04671935,-0.47982827,-0.73248833,0.0150082,0.36084098,-0.18073265,0.021287667,0.10784897,-0.45851982,-0.13706207
ITA-Serie A,2024 - 2025,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,0.19943292,-0.25175354,-0.17967634,-0.09234876,0.21510033,-0.49002478,0.034963097,-0.5451464,-0.3859397,0.296978
ITA-Serie A,2024 - 2025,Empoli,Youssef Maleh,MAR,MF,25,1998,0.45438367,-0.33493456,-0.58758974,0.21620685,0.41375232,-0.04746795,0.10849257,-0.57396585,-0.3967571,0.06849716
ITA-Serie A,2024 - 2025,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,0.09799087,0.08766636,-0.22659081,0.33702132,0.060475927,-0.12533896,-0.22149064,-0.6446877,-0.3316954,0.023459824
ITA-Serie A,2024 - 2025,Fiorentina,Amir Richardson,MAR,MF,22,2002,0.12936287,-0.19386686,-0.5312817,0.34839478,0.17511815,0.057980504,-0.06969029,-0.47298414,-0.42767012,-0.10862374
ITA-Serie A,2024 - 2025,Fiorentina,Andrea Colpani,ITA,"FW,MF",25,1999,0.21016034,-0.22121319,-0.31813043,0.2227534,0.1107742,0.13504969,-0.03937335,-0.6426321,-0.4388335,0.23291473
ITA-Serie A,2024 - 2025,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,-0.06004483,0.08065367,-0.70059025,0.03170689,0.2577837,-0.07657557,-0.14869364,-0.54089093,-0.43248937,0.046045057
ITA-Serie A,2024 - 2025,Fiorentina,Dodô,BRA,DF,25,1998,0.48150927,-0.42277962,-0.55200666,-0.4070394,-0.40311325,0.11152347,0.28823787,-0.49636188,-0.23985536,0.27294582
ITA-Serie A,2024 - 2025,Fiorentina,Fabiano Parisi,ITA,"DF,MF",23,2000,-0.052338243,-0.12373501,-0.6382224,0.33882514,0.14377399,-0.093650244,-0.071778245,-0.59922993,-0.45124176,0.24552979
ITA-Serie A,2024 - 2025,Fiorentina,Luca Ranieri,ITA,DF,25,1999,-0.007118388,-0.40251845,-0.7697632,-0.2565337,0.30658582,0.21256799,-0.1686441,0.28888643,-0.23496032,-0.098434865
ITA-Serie A,2024 - 2025,Fiorentina,Lucas Beltrán,ARG,"FW,MF",23,2001,0.29068175,-0.19457513,-0.21959573,0.03393092,0.20858729,-0.0418646,-0.20582756,-0.680128,-0.1358556,-0.114773914
ITA-Serie A,2024 - 2025,Fiorentina,Marin Pongračić,CRO,DF,26,1997,0.2172596,-0.30219525,-0.6681777,0.37182382,0.2894516,0.18388711,-0.2318291,-0.19020423,-0.6060365,-0.29735464
ITA-Serie A,2024 - 2025,Fiorentina,Moise Kean,ITA,FW,24,2000,-0.2118411,-0.4756294,0.29529855,-0.19386494,0.3207806,-0.06716348,-0.06942827,-0.7424003,-0.36019358,0.10313264
ITA-Serie A,2024 - 2025,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,0.17315246,0.13637444,-0.51431185,0.41197306,0.16908386,0.16474737,0.005125843,-0.5727146,-0.27890778,0.15207161
ITA-Serie A,2024 - 2025,Fiorentina,Pablo Marí,ESP,DF,30,1993,0.2320163,-0.2774614,-0.7984109,0.2473888,0.6300468,0.4296385,-0.20089272,-0.36765322,-0.54008085,-0.06252003
ITA-Serie A,2024 - 2025,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,-0.05863713,-0.16708435,-0.7664505,-0.18303028,0.678025,0.21182406,-0.13562423,-0.21139015,-0.555338,-0.18598421
ITA-Serie A,2024 - 2025,Fiorentina,Robin Gosens,GER,DF,30,1994,-0.089529715,-0.24652116,-0.63458776,-0.23333329,0.32528773,-0.049024083,0.09734352,-0.3282616,-0.02470553,0.16065691
ITA-Serie A,2024 - 2025,Fiorentina,Rolando Mandragora,ITA,MF,27,1997,0.30116802,0.16532448,-0.42260715,0.073290244,0.25214517,-0.040769756,-0.07938753,-0.43558258,-0.1893903,0.19755246
ITA-Serie A,2024 - 2025,Fiorentina,Yacine Adli,FRA,MF,24,2000,-0.15948826,0.16881388,-0.55605364,0.17502089,0.25211722,0.0043996503,-0.05691512,-0.5123032,0.2324555,-0.020209122
ITA-Serie A,2024 - 2025,Genoa,Aarón Martín,ESP,DF,27,1997,0.48626056,-0.27923006,-0.6504218,-0.27566728,0.17041706,0.1175221,0.28063536,-0.17498496,0.12776622,0.22546867
ITA-Serie A,2024 - 2025,Genoa,Alan Matturro,URU,DF,19,2004,0.2731848,-0.32928115,-0.6514947,0.54325235,0.3166907,0.102654584,-0.23028462,-0.39354602,-0.52262944,0.11387427
ITA-Serie A,2024 - 2025,Genoa,Alessandro Zanoli,ITA,"FW,DF",23,2000,0.2855933,-0.4839987,-0.5287638,0.1295916,-0.03497321,-0.1780162,0.004975084,-0.5389833,-0.47467452,0.51583624
ITA-Serie A,2024 - 2025,Genoa,Andrea Pinamonti,ITA,FW,25,1999,-0.0021648149,-0.45036048,-0.1536561,-0.30640715,0.4179077,-0.18040389,-0.22569829,-0.6836372,-0.41142166,0.37829217
ITA-Serie A,2024 - 2025,Genoa,Fabio Miretti,ITA,"MF,FW",20,2003,0.10029323,-0.39857373,-0.3299808,0.11165091,0.15737246,-0.015914155,0.10570428,-0.6512342,-0.2645621,0.1171818
ITA-Serie A,2024 - 2025,Genoa,Johan Vásquez,MEX,DF,25,1998,-0.027470248,-0.38626376,-0.7176029,-0.2855664,0.26535827,-0.21178167,-0.10833667,0.21509583,-0.45185953,-0.25520837
ITA-Serie A,2024 - 2025,Genoa,Koni De Winter,BEL,DF,22,2002,-0.2384253,-0.2382134,-0.6638983,-0.028693581,0.48576415,0.14176399,-0.20302868,-0.12446073,-0.5655665,-0.19433528
ITA-Serie A,2024 - 2025,Genoa,Mattia Bani,ITA,DF,30,1993,0.14211595,-0.42400557,-0.6206307,0.34547666,0.34221408,0.23767993,-0.21081102,-0.051622387,-0.615893,-0.28695008
ITA-Serie A,2024 - 2025,Genoa,Morten Frendrup,DEN,MF,23,2001,0.21509063,-0.3623151,-0.56475645,-0.29466438,0.4717364,-0.3695851,0.45276695,-0.52435833,-0.55095655,-0.47152972
ITA-Serie A,2024 - 2025,Genoa,Morten Thorsby,NOR,"MF,FW",28,1996,0.41385785,-0.6017071,-0.28532138,0.15645547,0.45654422,0.0637648,0.23049778,-0.5189114,-0.5388253,0.10757992
ITA-Serie A,2024 - 2025,Genoa,Patrizio Masini,ITA,MF,23,2001,0.10302654,-0.3534208,-0.63987744,0.1684283,0.31480932,-0.23754855,0.01643015,-0.561239,-0.49420825,-0.0634591
ITA-Serie A,2024 - 2025,Genoa,Stefano Sabelli,ITA,DF,31,1993,0.4772467,-0.22662412,-0.7026984,-0.11271164,0.28472435,-0.04722308,0.19032437,-0.45614868,-0.26262483,0.17394117
ITA-Serie A,2024 - 2025,Genoa,Vitinha,POR,"FW,MF",24,2000,0.3650385,-0.30690673,-0.3057824,0.2662127,0.1989993,-0.12620613,0.06546359,-0.72666574,-0.13015753,0.48101887
ITA-Serie A,2024 - 2025,Hellas Verona,Amin Sarr,SWE,FW,23,2001,0.025998052,-0.45592406,-0.28859234,0.06554724,0.26302305,-0.08087391,-0.09771629,-0.56674784,-0.4313354,0.26088387
ITA-Serie A,2024 - 2025,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000,0.12514804,-0.26269245,-0.18114008,0.21160655,0.37635568,-0.074461624,-0.25266716,-0.6840791,-0.33532184,0.26882803
ITA-Serie A,2024 - 2025,Hellas Verona,Dailon Livramento,CPV,"FW,MF",23,2001,0.29015607,-0.5696764,-0.29197773,0.39756534,0.4922513,0.03159473,-0.023423173,-0.6377413,-0.34709963,0.48023066
ITA-Serie A,2024 - 2025,Hellas Verona,Daniel Mosquera,COL,FW,24,1999,0.17011844,-0.30256718,0.0026933933,0.31672892,0.43251505,0.030609915,0.039630454,-0.66430813,-0.4380227,0.22336918
ITA-Serie A,2024 - 2025,Hellas Verona,Daniele Ghilardi,ITA,DF,21,2003,0.30428672,-0.43419504,-0.6736177,0.17030352,0.45210737,-0.0045315535,-0.015826566,-0.18906255,-0.52681124,-0.13444638
ITA-Serie A,2024 - 2025,Hellas Verona,Diego Coppola,ITA,DF,20,2003,-0.09716961,-0.44972676,-0.7580758,-0.2281858,0.6938425,-0.16325411,-0.09683862,-0.051872145,-0.4905746,-0.16322121
ITA-Serie A,2024 - 2025,Hellas Verona,Domagoj Bradarić,CRO,DF,24,1999,0.2197068,-0.28134593,-0.63979155,0.07569195,0.11309769,-0.06393115,0.12794861,-0.46483904,-0.4768506,0.43652025
ITA-Serie A,2024 - 2025,Hellas Verona,Giangiacomo Magnani,ITA,DF,28,1995,0.006198357,-0.41287485,-0.69855076,0.39878476,0.57566917,0.2764958,-0.15664695,-0.23840107,-0.5042356,0.12829858
ITA-Serie A,2024 - 2025,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",22,2001,0.16331649,-0.5317667,-0.596036,-0.26287007,-0.0691333,-0.105795756,0.15060347,-0.35637674,-0.25973383,0.36580357
ITA-Serie A,2024 - 2025,Hellas Verona,Ondrej Duda,SVK,MF,29,1994,0.40940705,-0.11131373,-0.57738525,-0.07818292,0.13359335,-0.20421888,0.11909705,-0.4127401,-0.22134607,-0.06782986
ITA-Serie A,2024 - 2025,Hellas Verona,Reda Belahyane,MAR,MF,20,2004,0.32748434,-0.3875312,-0.69741803,0.21477048,-0.006688361,-0.0052594207,0.07301061,-0.7005258,-0.3737125,-0.111486666
ITA-Serie A,2024 - 2025,Hellas Verona,Suat Serdar,GER,MF,27,1997,0.23181407,-0.2477019,-0.40212846,0.29427692,0.24851616,-0.1372559,0.0019641866,-0.60067827,-0.3957636,-0.009205713
ITA-Serie A,2024 - 2025,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002,0.51641315,-0.37450716,-0.4258227,0.058777675,0.1374402,-0.27937752,0.30003518,-0.65960276,-0.46042606,-0.014019885
ITA-Serie A,2024 - 2025,Inter,Alessandro Bastoni,ITA,DF,25,1999,0.05241983,-0.13639174,-0.7381242,-0.261757,-0.05030622,0.38961872,0.05025651,0.13971819,-0.043695852,0.08358398
ITA-Serie A,2024 - 2025,Inter,Benjamin Pavard,FRA,DF,28,1996,0.2352487,-0.17432782,-0.6635485,0.07981387,0.46240488,0.43699467,-0.016426979,-0.32190233,-0.5367133,-0.2862269
ITA-Serie A,2024 - 2025,Inter,Carlos Augusto,BRA,DF,25,1999,-0.10194888,-0.19593291,-0.52435946,0.08951313,0.118511654,0.24929655,-0.00014399737,-0.30391422,-0.36732525,-0.015811792
ITA-Serie A,2024 - 2025,Inter,Davide Frattesi,ITA,MF,24,1999,-0.1561678,-0.097834885,-0.32363045,0.3158845,0.35668403,0.057019927,-0.06869455,-0.6887148,-0.42220178,-0.0041513746
ITA-Serie A,2024 - 2025,Inter,Denzel Dumfries,NED,"DF,FW",28,1996,-0.13667488,-0.30391484,-0.2762424,-0.045508504,0.27883738,0.031496685,0.14320014,-0.48085132,-0.3959575,0.4361509
ITA-Serie A,2024 - 2025,Inter,Federico Dimarco,ITA,"DF,FW",26,1997,0.21742542,-0.05745292,-0.38463476,-0.22723956,0.2348528,0.3007198,0.090346515,-0.50460654,0.01808035,0.4266432
ITA-Serie A,2024 - 2025,Inter,Francesco Acerbi,ITA,DF,36,1988,0.12028329,-0.3656431,-0.6940462,0.23110177,0.14708976,0.36361706,-0.15258366,0.041607685,-0.47799233,-0.27587432
ITA-Serie A,2024 - 2025,Inter,Hakan Çalhanoğlu,TUR,MF,30,1994,0.43302855,0.40924844,-0.3338794,-0.082545444,0.14791547,0.10879306,-0.054582786,-0.4276607,0.040278535,-0.12257911
ITA-Serie A,2024 - 2025,Inter,Henrikh Mkhitaryan,ARM,MF,35,1989,0.27114946,-0.13373432,-0.5267577,-0.27827376,0.11302305,0.25263697,0.19303176,-0.55352896,-0.28624195,-0.07756899
ITA-Serie A,2024 - 2025,Inter,Kristjan Asllani,ALB,MF,22,2002,0.5190799,0.3018268,-0.45939195,0.19333033,0.3487655,0.2328972,-0.2249104,-0.6746992,-0.27708325,-0.20578076
ITA-Serie A,2024 - 2025,Inter,Lautaro Martínez,ARG,FW,26,1997,0.008089798,-0.2769119,0.07954592,-0.2403495,0.44669995,0.06084684,0.21142112,-0.69188786,-0.44351116,0.23147623
ITA-Serie A,2024 - 2025,Inter,Marcus Thuram,FRA,FW,26,1997,-0.28602126,-0.28039795,-0.05696226,-0.1207998,0.24975833,-0.044689655,-0.0005812421,-0.5687531,-0.2471121,0.4177338
ITA-Serie A,2024 - 2025,Inter,Matteo Darmian,ITA,DF,34,1989,-0.2163312,-0.14472204,-0.6091893,0.05071484,0.2717759,0.08673436,-0.079162076,-0.47432438,-0.32550007,0.08751996
ITA-Serie A,2024 - 2025,Inter,Nicolò Barella,ITA,MF,27,1997,0.28186923,0.040873736,-0.47478923,-0.30679303,-0.026238095,0.049698327,0.22901803,-0.49369368,-0.07572054,0.0020716984
ITA-Serie A,2024 - 2025,Inter,Piotr Zieliński,POL,MF,30,1994,0.43529925,0.046117153,-0.3795155,0.2679409,0.1877197,0.17693488,-0.24288362,-0.6935821,-0.28335425,-0.27241695
ITA-Serie A,2024 - 2025,Inter,Stefan de Vrij,NED,DF,32,1992,-0.2789671,-0.07014223,-0.7552566,-0.050299797,0.39556572,0.22618218,-0.35873812,-0.22240494,-0.51398087,-0.2887061
ITA-Serie A,2024 - 2025,Inter,Yann Aurel Bisseck,GER,DF,23,2000,-0.104118265,-0.19766858,-0.5662607,-0.063844025,0.36815548,0.38177,-0.14894055,-0.29320183,-0.38556805,-0.20086354
ITA-Serie A,2024 - 2025,Juventus,Andrea Cambiaso,ITA,"DF,FW",24,2000,0.0334578,-0.18493502,-0.6224421,-0.13380697,-0.26897684,0.07415856,0.1923751,-0.35709655,-0.27137563,0.13150817
ITA-Serie A,2024 - 2025,Juventus,Dušan Vlahović,SRB,FW,24,2000,0.3150489,-0.24803536,0.24429293,0.16179109,0.4140148,0.09227479,-0.30674043,-0.6543121,-0.17009549,-0.0022185047
ITA-Serie A,2024 - 2025,Juventus,Federico Gatti,ITA,DF,26,1998,0.07379403,-0.3104695,-0.58826333,-0.0145679405,0.26147115,0.28454718,-0.16026744,-0.10190721,-0.61970603,-0.44283617
ITA-Serie A,2024 - 2025,Juventus,Francisco Conceição,POR,"FW,MF",21,2002,0.15779224,-0.050049532,-0.26009938,0.261514,-0.124532156,0.103978224,0.22578393,-0.7128209,-0.21906875,0.4913163
ITA-Serie A,2024 - 2025,Juventus,Kenan Yıldız,TUR,"FW,MF",19,2005,-0.013258299,-0.2402038,-0.24285235,-0.18495874,-0.19518267,-0.12923835,0.27125525,-0.453274,-0.2765541,0.32740957
ITA-Serie A,2024 - 2025,Juventus,Khéphren Thuram,FRA,MF,23,2001,0.015122453,-0.2687888,-0.37473255,-0.0949968,-0.103404306,0.063686274,0.07231711,-0.36980933,-0.19400893,-0.18921512
ITA-Serie A,2024 - 2025,Juventus,Lloyd Kelly,ENG,DF,25,1998,0.22354275,-0.31132767,-0.7631511,0.29311627,0.5712788,0.5154874,-0.06647727,-0.3427674,-0.5317327,0.15114802
ITA-Serie A,2024 - 2025,Juventus,Manuel Locatelli,ITA,MF,26,1998,0.30217212,0.23400491,-0.53439665,-0.4543903,0.3053984,0.015880326,0.119240016,-0.088135734,-0.36242813,-0.421123
